WKT,nama,deskripsi
"POLYGON ((106.8832882 -6.2987857, 106.8835242 -6.2994469, 106.8837173 -6.3003426, 106.8840177 -6.3013877, 106.8842323 -6.3022622, 106.8847473 -6.3028593, 106.8852623 -6.3033286, 106.8860562 -6.3038831, 106.8868501 -6.3044803, 106.8886097 -6.3051414, 106.8897255 -6.3053547, 106.891249 -6.3057599, 106.8929441 -6.3062078, 106.894253 -6.3064851, 106.8953903 -6.3068263, 106.8966778 -6.3072102, 106.8973644 -6.3076368, 106.8983729 -6.308042, 106.8990596 -6.3085326, 106.8997891 -6.3090871, 106.900583 -6.3097056, 106.9014843 -6.310452, 106.9021924 -6.3108573, 106.9031794 -6.3109852, 106.9038232 -6.3110919, 106.9041665 -6.3110279, 106.9042738 -6.3106013, 106.9041236 -6.3101321, 106.9044883 -6.3093004, 106.9051321 -6.3088525, 106.905175 -6.3085112, 106.9044883 -6.30817, 106.9043381 -6.3076155, 106.90466 -6.3076155, 106.9049604 -6.3073595, 106.9050248 -6.3068477, 106.905175 -6.3063784, 106.9056041 -6.3064211, 106.905926 -6.3059945, 106.9057973 -6.3056533, 106.9055183 -6.305504, 106.9055183 -6.3050774, 106.9056256 -6.3046509, 106.9058616 -6.3045016, 106.9058616 -6.3041177, 106.9058831 -6.3032646, 106.905926 -6.3024968, 106.9058831 -6.3019209, 106.9059475 -6.3014304, 106.9059475 -6.3007905, 106.905926 -6.3001933, 106.9059475 -6.2995535, 106.9053681 -6.2995535, 106.904424 -6.2994469, 106.9038875 -6.2994255, 106.9033511 -6.2995108, 106.9023855 -6.2994042, 106.9019134 -6.2991696, 106.9013126 -6.2989776, 106.9005401 -6.299063, 106.8997033 -6.298999, 106.8989737 -6.2990843, 106.8979652 -6.2990416, 106.8969782 -6.2990416, 106.8954547 -6.298807, 106.8947466 -6.2988923, 106.8936737 -6.298871, 106.8927939 -6.2988497, 106.8920644 -6.298871, 106.8895967 -6.298743, 106.888674 -6.2985724, 106.8873866 -6.2985724, 106.8861635 -6.2986151, 106.8852837 -6.2986577, 106.8844683 -6.2986364, 106.8837173 -6.2986577, 106.8832882 -6.2986151, 106.8832882 -6.2987857))",Taman Mini Indonesia Indah,
