WKT,nama,deskripsi
"POLYGON ((106.816137 -6.3051898, 106.8162658 -6.305787, 106.816652 -6.3064695, 106.8169524 -6.3069814, 106.816652 -6.3078558, 106.816137 -6.3080264, 106.8157937 -6.3087089, 106.8157293 -6.3092421, 106.8157937 -6.3099886, 106.8160727 -6.3105218, 106.8165233 -6.3105218, 106.8170812 -6.3105218, 106.8176391 -6.3103725, 106.8176605 -6.3109483, 106.8175532 -6.3118441, 106.8175747 -6.3128678, 106.8177678 -6.3145527, 106.8177249 -6.3148726, 106.8172957 -6.3150645, 106.8164804 -6.3152138, 106.8163945 -6.3156617, 106.8163945 -6.316003, 106.8168666 -6.3161949, 106.8172957 -6.3162376, 106.817682 -6.3162376, 106.8180253 -6.3161309, 106.8186476 -6.3164935, 106.8191197 -6.3167494, 106.8191411 -6.3171546, 106.8198063 -6.3173253, 106.8203427 -6.3173253, 106.8206002 -6.3174532, 106.8214585 -6.3174532, 106.8226602 -6.3173892, 106.823497 -6.3173253, 106.8237331 -6.3174745, 106.823776 -6.3177945, 106.8247201 -6.3178584, 106.8248274 -6.3173253, 106.8249347 -6.3167281, 106.8250634 -6.3158963, 106.8251922 -6.3151499, 106.8253209 -6.3142328, 106.8254711 -6.3134223, 106.8255784 -6.3125692, 106.8256857 -6.3117375, 106.8258144 -6.3112682, 106.8263294 -6.3113749, 106.8266084 -6.3110336, 106.8268873 -6.3101805, 106.8268659 -6.3094981, 106.8269732 -6.3087729, 106.8263509 -6.3086663, 106.8247201 -6.3085596, 106.824527 -6.3080051, 106.8245055 -6.3071947, 106.824527 -6.3065975, 106.8244626 -6.3062776, 106.8238833 -6.3063629, 106.8233254 -6.3064055, 106.8228747 -6.3064908, 106.8224885 -6.3066828, 106.8218662 -6.3066401, 106.8211367 -6.3065548, 106.8205144 -6.3064695, 106.8205144 -6.3060856, 106.8204286 -6.3057444, 106.8199994 -6.3057444, 106.8193986 -6.3057444, 106.8188836 -6.3056591, 106.8185403 -6.3054031, 106.8181111 -6.3052751, 106.817446 -6.3051472, 106.8168237 -6.3050619, 106.8165018 -6.3050192, 106.816137 -6.3051898))",Kebun Binatang Ragunan
,
